case_id,total_parcels,total_landowners,total_land_area,missing_doc_pct,survey_completed_pct,ownership_disputes_count,court_cases_count,pending_approvals_count,compensation_progress_pct,bank_verification_pct,open_grievances_count,avg_dept_response_days,environmental_clearance,rehabilitation_required,district_delay_rate,overdue_tasks_count,days_remaining,delay_probability,delayed_binary,delayed_days,risk_level
1226,10,30,14.15,19.0,50.6,0,3,0,59.6,51.3,1,3.8,1,0,21.1,0,176,0.724,1,102,High
1227,7,14,15.44,41.6,59.6,0,0,0,87.6,75.3,0,8.8,1,0,26.7,2,80,0.483,1,112,Medium
1228,5,15,15.42,15.8,79.0,0,0,0,58.8,70.3,0,20.7,1,1,44.3,0,259,0.431,0,35,Medium
1229,1,1,4.39,30.6,76.8,2,0,0,63.9,81.8,0,7.3,1,0,23.9,0,140,0.674,1,128,Medium
1230,17,34,59.37,22.1,63.7,2,0,0,50.1,35.2,1,22.8,1,1,42.0,0,234,0.747,1,175,High
1231,3,3,12.64,2.8,79.4,0,2,1,23.1,12.1,0,11.3,1,0,20.1,4,297,0.952,1,215,High
1232,13,13,47.06,53.7,88.0,1,0,0,59.8,49.9,0,18.1,1,0,36.3,0,44,0.543,1,115,Medium
1233,14,28,41.85,6.2,51.8,2,0,1,98.0,100.0,1,6.2,0,0,45.2,1,100,0.779,1,154,High
1234,18,54,27.19,49.7,47.6,0,0,1,80.8,86.2,0,27.6,1,0,52.4,1,270,0.463,1,106,Medium
1235,4,4,13.07,56.0,30.4,0,0,3,77.3,75.8,0,8.2,1,1,37.2,2,239,0.844,1,189,High
1236,18,18,55.92,25.6,54.8,0,0,0,67.9,56.2,0,10.6,1,0,49.4,1,254,0.531,1,98,Medium
1237,5,5,15.15,30.5,46.8,2,0,1,41.3,65.4,2,10.1,1,1,48.1,0,271,0.98,1,188,High
1238,16,16,41.8,13.3,66.8,1,0,1,25.3,40.0,2,2.2,0,0,30.4,0,147,0.784,1,116,High
1239,1,2,2.76,20.9,87.4,0,2,3,30.2,0.3,5,11.0,1,0,50.6,0,147,0.92,1,131,High
1240,14,28,28.52,18.0,52.5,0,0,0,10.6,23.5,1,7.1,1,1,42.4,1,85,0.613,1,123,Medium
1241,15,15,40.82,4.2,78.7,1,0,0,70.6,66.3,1,12.8,0,1,23.6,0,296,0.658,1,124,Medium
1242,9,27,13.78,38.7,74.7,2,0,0,83.1,74.1,3,14.5,1,1,52.9,0,104,0.706,1,134,High
1243,15,15,56.69,32.1,94.7,1,1,0,34.2,45.7,0,7.4,1,1,26.2,0,273,0.792,1,165,High
1244,17,51,25.29,21.5,60.6,0,0,1,18.3,23.6,1,7.5,0,1,36.5,3,181,0.94,1,187,High
1245,4,4,4.46,18.2,68.7,0,1,2,40.2,41.5,0,8.1,0,0,36.3,1,92,0.853,1,133,High
1246,12,36,28.97,28.6,73.4,2,0,0,36.3,22.8,1,13.2,0,0,41.9,0,191,0.874,1,180,High
1247,5,5,16.18,38.3,81.0,0,0,0,50.6,65.8,0,9.8,1,0,43.3,0,284,0.399,0,10,Low
1248,5,15,12.1,42.5,93.4,0,0,0,33.8,15.3,2,7.5,0,1,28.2,0,34,0.672,1,91,Medium
1249,11,11,20.06,48.5,81.4,2,3,0,40.6,52.2,5,9.5,1,0,32.3,0,151,0.98,1,193,High
1250,6,6,17.19,9.0,55.7,4,0,3,91.7,93.0,0,20.5,1,0,25.1,1,205,0.842,1,248,High
1251,7,21,14.59,40.9,71.9,1,0,2,40.1,39.6,2,12.7,1,1,24.4,1,276,0.839,1,152,High
1252,14,28,59.52,20.1,64.0,1,0,0,80.7,72.4,0,9.0,1,0,48.9,2,116,0.568,1,145,Medium
1253,11,33,46.35,47.2,76.9,0,0,0,66.3,68.8,0,23.3,1,0,46.3,2,119,0.466,1,100,Medium
1254,13,26,34.56,15.7,67.2,0,0,3,40.4,19.8,1,15.6,1,0,35.5,0,111,0.606,1,103,Medium
1255,2,2,4.03,10.2,77.7,0,1,0,83.6,100.0,0,4.1,1,0,23.4,2,19,0.464,1,91,Medium
1256,7,21,24.69,14.5,86.9,1,1,1,63.6,57.6,1,17.8,1,0,35.7,1,155,0.816,1,168,High
1257,4,12,3.74,43.8,60.7,0,2,3,10.8,0.5,0,28.9,0,0,30.3,1,157,0.98,1,160,High
1258,8,24,20.45,11.4,88.4,2,0,1,16.2,13.2,1,18.4,1,0,47.2,3,251,0.891,1,203,High
1259,19,38,38.84,4.8,78.3,0,0,0,77.7,72.1,1,8.4,1,1,23.4,3,198,0.513,1,110,Medium
1260,13,26,54.68,53.5,70.2,0,0,0,50.2,68.9,3,11.3,1,1,35.8,2,215,0.658,1,132,Medium
1261,14,14,11.82,12.0,33.2,0,0,3,46.5,20.5,1,3.9,1,1,40.7,0,44,0.773,1,126,High
1262,10,20,28.45,46.4,66.8,1,1,0,23.1,22.0,0,17.2,1,0,54.5,0,138,0.873,1,174,High
1263,11,22,38.95,47.9,64.5,0,0,0,24.2,47.9,0,10.6,1,1,23.1,2,139,0.712,1,148,High
1264,2,2,5.19,9.2,76.4,2,1,2,81.8,82.8,3,8.0,1,0,24.0,0,298,0.846,1,194,High
1265,9,27,10.04,30.3,47.8,0,1,2,84.6,87.4,1,10.8,1,1,54.6,2,87,0.839,1,161,High
1266,17,51,74.77,24.3,83.0,1,0,1,60.4,60.0,1,4.2,1,1,34.2,1,265,0.693,1,152,Medium
1267,3,3,8.15,22.4,80.2,1,0,0,36.6,26.9,1,4.6,1,1,46.0,1,141,0.665,1,129,Medium
1268,6,18,18.43,79.1,28.2,0,0,1,93.9,100.0,0,5.6,1,0,47.4,0,236,0.584,1,97,Medium
1269,5,10,8.38,44.3,82.9,1,0,0,66.2,63.3,1,2.4,1,1,31.0,0,167,0.638,1,117,Medium
1270,5,5,12.94,17.3,69.0,1,0,0,81.7,83.8,2,8.6,1,1,27.5,2,197,0.632,1,145,Medium
1271,15,15,35.82,54.7,48.8,2,2,2,10.3,18.5,0,6.5,1,0,29.7,0,83,0.98,1,197,High
1272,17,17,18.31,38.8,82.2,2,0,0,50.5,57.1,4,21.0,1,0,46.8,1,233,0.73,1,154,High
1273,9,27,10.74,30.8,78.6,0,0,0,88.4,89.9,0,6.1,0,0,49.4,1,71,0.575,1,110,Medium
1274,3,3,11.7,0.7,65.6,0,0,0,40.4,53.9,0,16.2,0,1,44.5,0,17,0.625,1,108,Medium
1275,17,17,28.68,13.8,75.8,0,1,1,75.4,90.6,0,7.2,1,1,35.4,0,73,0.566,1,82,Medium
1276,10,10,15.21,24.3,79.0,4,0,1,69.2,81.0,1,13.0,1,0,29.2,1,197,0.736,1,214,High
1277,3,9,8.0,15.7,84.1,0,0,2,23.7,39.5,0,23.9,1,0,34.9,0,93,0.514,1,97,Medium
1278,18,36,65.6,8.9,95.6,1,0,1,79.7,100.0,0,5.6,1,0,52.0,0,183,0.456,1,102,Medium
1279,18,18,18.53,38.9,90.8,1,0,1,20.1,2.0,5,25.8,1,1,50.2,2,88,0.892,1,191,High
1280,17,34,49.88,18.1,79.7,1,0,1,75.5,100.0,0,17.8,0,0,31.3,1,73,0.671,1,147,Medium
1281,3,9,3.72,58.8,50.4,0,0,0,99.2,100.0,0,14.5,1,0,31.5,2,176,0.438,0,14,Medium
1282,3,9,2.8,26.2,63.3,0,0,0,96.2,92.6,1,12.7,1,1,47.3,0,44,0.473,1,78,Medium
1283,6,18,5.97,22.4,80.6,0,2,1,82.0,84.5,0,11.4,1,0,34.9,1,103,0.686,1,136,Medium
1284,13,39,50.52,35.1,52.3,0,0,0,58.1,36.0,0,19.9,1,0,40.0,0,84,0.39,0,1,Low
1285,15,30,18.55,29.1,39.8,0,0,0,70.7,74.2,0,11.4,1,0,34.8,0,114,0.384,0,13,Low
1286,9,9,8.7,63.1,36.6,0,0,1,75.5,63.6,1,10.0,1,0,28.5,4,110,0.777,1,199,High
1287,4,12,9.68,20.4,82.3,1,0,1,10.8,11.9,2,16.7,1,0,26.6,0,292,0.617,1,106,Medium
1288,14,42,54.92,21.6,43.7,0,0,1,19.2,21.4,0,7.2,1,0,24.9,0,36,0.533,1,90,Medium
1289,5,10,8.85,26.1,65.3,0,0,1,63.7,54.8,1,30.0,1,0,20.4,2,96,0.485,1,100,Medium
1290,2,4,4.72,35.5,49.7,0,1,1,10.6,0.0,0,14.3,0,0,29.8,2,234,0.98,1,197,High
1291,11,33,10.42,18.6,69.4,0,0,3,91.8,95.9,0,10.6,1,0,26.0,4,293,0.644,1,162,Medium
1292,9,9,22.15,23.2,67.8,0,0,0,54.1,54.1,1,10.4,0,0,29.0,0,88,0.563,1,101,Medium
1293,3,3,8.81,36.9,74.9,0,0,1,33.2,36.1,0,9.8,1,0,22.7,0,80,0.572,1,100,Medium
1294,9,27,26.21,11.4,74.0,1,0,0,45.4,39.1,1,15.5,1,0,32.0,0,284,0.575,1,106,Medium
1295,3,6,6.09,49.6,53.1,0,1,0,86.6,76.7,0,12.9,1,0,38.2,1,161,0.595,1,116,Medium
1296,2,6,3.93,27.9,71.5,3,0,2,93.4,90.2,5,11.1,1,0,53.1,0,264,0.775,1,189,High
1297,12,36,14.33,10.7,88.3,0,0,0,20.5,22.6,1,22.4,1,1,32.1,0,190,0.506,1,78,Medium
1298,10,20,21.57,20.1,62.6,3,0,0,80.0,90.1,0,24.6,1,0,21.1,1,110,0.694,1,196,Medium
1299,9,27,10.51,39.2,73.1,2,1,1,62.0,49.8,0,5.9,1,0,32.7,1,147,0.934,1,203,High
1300,15,45,54.55,11.5,87.9,1,0,0,62.7,74.6,0,10.3,0,0,48.6,0,220,0.469,1,85,Medium
1301,8,24,35.0,26.8,88.9,2,0,1,80.2,90.0,0,9.1,1,0,31.9,3,248,0.8,1,216,High
1302,5,10,21.95,9.8,65.8,0,0,0,30.1,37.9,1,8.4,1,0,30.2,0,185,0.465,1,79,Medium
1303,11,11,44.01,5.0,38.5,0,2,0,57.8,85.3,2,9.0,1,0,52.2,2,181,0.857,1,131,High
1304,2,2,6.05,22.6,57.7,0,1,2,38.7,12.3,0,6.1,1,0,30.4,3,251,0.903,1,218,High
1305,15,30,50.9,7.2,87.0,0,0,1,18.5,47.8,0,18.0,0,0,54.0,0,252,0.562,1,123,Medium
1306,6,6,11.13,40.3,74.8,0,1,1,19.5,9.7,0,10.3,1,0,49.1,0,108,0.752,1,110,High
1307,8,24,25.07,8.6,56.5,1,0,1,22.3,25.9,1,12.3,1,0,43.9,0,194,0.696,1,138,Medium
1308,5,5,12.43,52.8,78.1,0,0,2,65.3,66.0,0,18.1,1,0,40.9,2,253,0.641,1,119,Medium
1309,16,48,41.34,57.4,82.9,0,0,1,19.5,0.0,4,6.0,1,0,27.9,0,217,0.497,1,59,Medium
1310,18,18,64.87,11.4,75.1,0,1,0,61.3,69.2,1,13.0,1,1,45.6,1,228,0.703,1,121,High
1311,6,12,11.06,10.6,50.4,1,0,0,62.9,75.9,4,5.0,1,0,32.1,1,280,0.558,1,107,Medium
1312,5,5,9.88,27.4,77.2,4,0,0,91.4,97.7,0,5.0,1,1,37.0,0,121,0.671,1,193,Medium
1313,16,16,67.54,32.9,74.2,0,0,0,66.4,44.2,1,11.6,0,1,23.6,4,285,0.848,1,206,High
1314,13,13,13.1,19.7,73.6,0,1,0,98.7,80.1,2,11.3,1,0,30.4,2,49,0.542,1,137,Medium
1315,5,10,12.98,43.6,95.9,0,0,0,12.8,2.3,1,6.0,1,1,38.5,0,49,0.585,1,94,Medium
1316,13,13,54.31,12.1,87.6,1,0,2,73.4,92.5,0,20.9,0,1,36.4,0,15,0.714,1,144,High
1317,17,34,51.99,15.6,53.9,0,0,1,12.4,13.8,5,2.7,0,0,32.0,0,61,0.693,1,115,Medium
1318,18,54,50.79,44.4,50.1,3,0,0,75.6,45.6,3,5.9,1,0,36.5,2,123,0.827,1,225,High
1319,8,8,13.79,14.1,87.6,0,0,1,44.7,75.7,0,9.1,1,0,46.1,0,125,0.416,0,2,Medium
1320,13,26,26.91,29.5,93.0,0,0,1,65.0,87.5,1,7.7,1,0,36.1,4,259,0.509,1,138,Medium
1321,19,38,75.1,17.9,80.5,4,3,0,37.9,21.6,0,5.5,1,0,37.7,0,288,0.98,1,232,High
1322,3,3,8.61,25.8,78.1,3,0,1,24.3,18.2,3,33.6,1,1,44.5,0,40,0.978,1,223,High
1323,8,24,21.64,74.2,45.6,1,0,0,75.1,70.8,1,18.5,1,0,49.5,1,160,0.685,1,119,Medium
1324,2,4,2.34,16.6,52.9,0,0,1,91.4,99.2,0,10.1,1,1,38.4,0,55,0.42,0,3,Medium
1325,8,8,6.87,39.6,90.7,1,0,0,26.5,29.5,0,22.2,1,0,53.2,2,224,0.691,1,157,Medium
1326,13,39,56.75,19.2,73.9,0,0,1,92.9,82.7,0,20.4,1,0,32.4,0,57,0.363,0,4,Low
1327,13,26,28.53,56.5,74.7,0,1,1,22.6,42.3,0,7.8,1,0,28.8,4,238,0.966,1,218,High
1328,1,2,3.03,20.5,59.5,0,0,1,76.2,100.0,0,10.5,1,0,44.3,2,264,0.494,1,108,Medium
1329,6,18,6.57,39.4,71.3,0,1,1,96.4,95.7,1,11.5,1,1,26.2,2,169,0.726,1,148,High
1330,19,57,63.22,7.4,94.9,1,0,1,23.3,14.7,2,18.1,1,0,51.5,0,191,0.604,1,132,Medium
1331,16,16,68.01,22.0,84.4,0,3,0,49.2,73.1,1,15.1,1,0,33.5,1,191,0.668,1,100,Medium
1332,8,8,23.44,44.3,78.4,3,0,1,40.4,7.5,1,10.6,1,1,44.4,0,226,0.98,1,200,High
1333,1,2,1.27,53.6,52.0,0,0,2,45.0,31.6,0,8.1,1,0,40.0,4,202,0.843,1,188,High
1334,16,48,47.24,25.7,84.1,0,0,2,77.8,92.5,0,11.2,1,0,21.9,0,101,0.329,0,4,Low
1335,9,27,32.72,27.9,78.0,1,2,4,69.5,90.4,1,5.4,1,0,44.8,0,218,0.98,1,186,High
1336,13,39,29.95,26.2,75.2,2,0,0,97.2,92.4,0,6.6,1,0,47.7,3,131,0.768,1,206,High
1337,11,22,44.61,43.5,63.8,3,0,0,26.7,60.9,0,9.9,1,0,54.4,0,241,0.854,1,203,High
1338,13,39,41.6,31.9,64.5,1,0,1,58.9,22.2,0,10.8,1,0,34.6,0,76,0.663,1,136,Medium
1339,10,30,41.27,26.1,33.8,0,1,0,50.4,66.8,1,28.4,0,0,37.6,1,114,0.821,1,152,High
1340,4,8,12.43,28.5,25.0,4,0,0,92.7,94.0,2,6.8,1,0,50.6,2,184,0.776,1,247,High
1341,6,6,7.71,33.1,96.1,2,0,1,11.0,3.7,1,3.1,0,0,29.4,0,170,0.98,1,198,High
1342,7,7,13.62,22.9,64.4,0,1,0,99.0,100.0,0,8.5,0,1,26.6,3,51,0.819,1,181,High
1343,5,10,7.73,14.8,75.2,1,1,0,53.2,47.3,2,7.6,0,0,24.7,0,290,0.801,1,154,High
1344,11,33,45.79,32.6,65.9,1,0,3,66.3,50.0,0,9.8,1,0,54.2,2,49,0.766,1,167,High
1345,13,26,46.98,40.7,79.7,0,3,0,42.4,44.1,1,8.8,1,0,29.5,0,276,0.828,1,130,High
1346,19,19,62.75,24.1,85.6,4,0,0,86.7,85.9,0,10.7,0,1,46.5,0,33,0.886,1,227,High
1347,10,10,19.14,8.4,89.5,0,0,0,60.6,48.9,3,18.1,1,1,35.7,2,22,0.478,1,94,Medium
1348,10,20,14.81,40.7,76.8,1,0,2,69.7,61.1,2,12.7,1,0,28.4,0,286,0.644,1,114,Medium
1349,11,22,39.59,29.6,47.0,0,0,1,68.4,62.2,1,7.5,0,0,52.0,0,38,0.623,1,96,Medium
1350,7,7,17.88,23.6,58.7,0,1,0,42.8,18.4,1,3.0,1,0,36.2,0,155,0.602,1,96,Medium
1351,18,36,29.44,39.7,50.9,1,1,0,16.8,0.0,1,15.2,1,0,39.8,1,133,0.887,1,176,High
1352,4,4,12.33,13.2,93.2,0,0,1,82.7,96.7,0,18.5,1,0,27.8,0,23,0.207,0,13,Low
1353,2,4,1.9,40.3,32.6,0,0,0,36.1,14.7,1,8.8,0,1,31.3,0,182,0.858,1,138,High
1354,14,28,28.1,13.6,74.5,3,0,4,86.4,86.1,1,26.5,0,0,46.2,0,277,0.98,1,213,High
1355,13,26,32.94,13.5,77.7,1,0,1,64.8,36.8,1,14.9,1,0,32.0,0,222,0.457,1,84,Medium
1356,12,12,16.17,1.5,40.0,1,0,0,41.8,64.4,0,12.4,0,0,37.7,1,74,0.737,1,153,High
1357,7,14,31.1,14.1,55.4,0,1,2,63.5,59.5,0,10.3,1,1,24.0,2,65,0.852,1,173,High
1358,2,2,3.15,30.0,79.3,0,0,0,68.1,84.9,1,18.7,1,0,49.8,1,54,0.347,0,7,Low
1359,13,13,16.67,14.0,62.6,1,0,0,73.6,100.0,1,25.6,1,1,45.8,0,281,0.501,1,76,Medium
1360,14,28,21.74,45.5,78.1,2,0,0,84.0,64.7,0,24.8,1,0,46.6,1,30,0.693,1,153,Medium
1361,17,34,61.97,12.1,59.5,0,0,2,24.4,14.2,0,11.4,1,1,26.2,0,295,0.632,1,112,Medium
1362,9,9,21.37,23.4,91.0,1,0,0,95.0,100.0,1,24.7,1,0,37.3,2,216,0.457,1,119,Medium
1363,17,17,49.16,34.8,87.2,0,0,0,47.0,37.5,0,7.3,1,0,21.0,1,98,0.381,0,8,Low
1364,8,24,7.02,34.2,77.9,0,0,0,87.4,91.8,0,17.1,1,0,31.0,0,79,0.263,0,16,Low
1365,2,2,1.85,52.5,79.5,0,0,2,29.8,31.3,1,6.8,1,0,32.2,0,174,0.585,1,105,Medium
1366,13,39,31.84,23.3,45.0,0,0,0,12.6,0.0,0,16.0,0,0,52.0,1,118,0.749,1,120,High
1367,3,9,11.46,61.8,91.1,0,0,0,61.6,75.8,2,16.0,1,0,54.7,1,190,0.495,1,80,Medium
1368,16,48,65.21,20.5,40.5,1,0,1,39.2,37.1,0,8.8,1,0,41.6,0,68,0.647,1,159,Medium
1369,6,12,6.72,13.2,82.3,0,1,1,98.6,80.7,2,7.4,1,1,38.1,0,139,0.602,1,85,Medium
1370,19,38,53.05,31.7,73.9,1,0,2,19.4,42.6,1,23.3,1,0,35.4,1,89,0.634,1,151,Medium
1371,7,7,29.25,18.5,41.2,1,0,0,14.3,3.8,0,5.8,1,0,20.6,0,136,0.657,1,143,Medium
1372,10,30,22.35,20.3,92.1,1,0,2,14.1,2.7,3,4.7,1,1,48.0,1,55,0.759,1,138,High
1373,9,18,34.82,33.4,46.0,0,0,1,29.5,2.5,1,14.4,1,0,43.5,0,75,0.65,1,93,Medium
1374,2,4,2.59,13.1,63.9,0,0,0,62.1,71.0,3,11.2,1,0,42.7,0,149,0.413,0,2,Medium
1375,15,30,63.91,6.3,67.9,1,0,2,55.5,56.1,1,14.2,1,0,48.3,0,116,0.594,1,98,Medium
1376,5,10,17.9,12.9,71.7,0,1,1,41.5,15.4,1,7.7,1,1,52.5,1,67,0.868,1,140,High
1377,4,8,17.13,64.9,67.0,2,0,1,18.0,21.7,1,8.2,1,0,33.6,0,242,0.871,1,177,High
1378,4,12,13.21,32.0,89.0,0,0,3,31.0,43.4,0,11.4,0,1,34.9,1,114,0.922,1,160,High
1379,18,54,38.6,15.2,67.3,0,0,1,26.6,33.5,3,11.5,1,0,54.1,1,49,0.574,1,119,Medium
1380,4,12,17.09,35.1,78.0,1,0,0,77.1,97.0,1,11.0,1,0,43.3,1,273,0.492,1,120,Medium
1381,17,51,30.93,42.3,59.3,3,0,2,80.2,71.1,1,25.3,1,0,49.8,4,153,0.98,1,279,High
1382,12,12,24.35,9.2,63.5,0,2,0,79.9,100.0,3,26.6,1,0,27.8,2,144,0.729,1,144,High
1383,17,51,57.68,38.5,55.6,0,0,1,97.2,97.3,5,5.5,1,1,31.1,1,120,0.544,1,89,Medium
1384,10,20,36.32,32.3,68.5,2,1,0,89.6,100.0,0,14.4,0,1,33.7,1,113,0.98,1,226,High
1385,1,3,4.24,33.9,87.4,0,0,0,54.8,74.0,2,6.2,1,1,31.1,0,276,0.517,1,84,Medium
1386,18,18,28.04,16.3,77.1,0,0,1,47.3,87.0,1,29.4,1,0,50.9,3,35,0.614,1,151,Medium
1387,18,36,67.55,17.8,55.3,0,0,1,92.4,76.2,1,8.3,1,0,37.9,2,238,0.502,1,113,Medium
1388,14,42,49.46,48.5,82.7,0,0,1,65.0,53.9,4,9.8,1,0,53.4,1,197,0.593,1,111,Medium
1389,15,45,15.54,25.7,46.3,1,0,2,36.5,39.3,2,18.5,1,0,31.2,0,205,0.679,1,129,Medium
1390,12,36,26.79,23.8,70.7,0,0,0,60.8,55.2,1,6.6,1,1,21.3,1,212,0.528,1,99,Medium
1391,4,8,7.38,22.1,81.9,2,1,1,99.3,87.3,0,4.6,1,1,24.8,0,259,0.883,1,179,High
1392,3,6,5.78,47.2,35.8,1,3,2,86.5,63.6,1,6.5,1,1,27.6,0,23,0.98,1,169,High
1393,12,12,53.24,32.8,90.0,4,0,1,35.3,37.2,1,20.3,1,0,42.4,1,137,0.944,1,252,High
1394,7,14,22.25,25.8,52.7,0,0,1,95.8,100.0,0,9.2,1,1,26.3,3,46,0.671,1,165,Medium
1395,11,22,38.01,18.0,76.7,0,0,0,98.3,100.0,1,19.5,1,0,33.4,0,126,0.247,0,1,Low
1396,1,3,4.41,2.5,73.9,3,0,1,30.8,6.4,0,11.7,1,0,47.8,0,226,0.781,1,204,High
1397,6,12,13.17,25.1,92.7,0,1,1,90.6,66.5,1,3.9,1,0,24.4,0,273,0.424,0,28,Medium
1398,15,45,56.5,6.6,88.9,1,0,0,89.5,90.4,1,7.6,1,1,22.8,3,291,0.533,1,176,Medium
1399,15,45,36.12,26.9,50.8,0,0,1,13.6,10.0,0,13.4,1,0,38.9,1,130,0.702,1,132,High
1400,19,38,76.33,9.1,87.4,1,0,0,70.3,65.5,2,2.5,1,0,44.4,1,252,0.444,0,3,Medium
1401,11,11,16.15,21.8,81.4,3,0,3,37.5,33.3,0,14.8,1,0,51.9,1,189,0.98,1,254,High
1402,2,2,8.61,26.1,86.4,0,0,2,70.7,63.2,1,4.6,1,1,43.2,1,35,0.595,1,98,Medium
1403,14,28,22.53,57.1,47.9,0,1,0,92.2,94.4,1,7.9,1,1,53.1,0,159,0.616,1,101,Medium
1404,2,2,4.01,36.0,75.6,0,0,0,54.9,71.4,2,25.5,1,0,28.6,0,54,0.352,0,13,Low
1405,4,12,14.39,36.3,91.5,0,0,1,47.3,33.3,2,25.8,1,1,32.0,2,72,0.602,1,127,Medium
1406,17,51,38.37,21.7,89.5,0,0,1,92.9,99.7,0,15.7,1,0,49.4,0,129,0.321,0,0,Low
1407,3,6,9.15,29.4,76.5,1,0,3,97.7,98.9,0,12.6,1,0,48.4,0,56,0.624,1,112,Medium
1408,13,13,31.78,26.6,93.9,0,0,0,15.6,0.0,1,8.2,1,0,43.3,1,50,0.484,1,86,Medium
1409,9,9,31.92,8.9,72.7,0,1,0,93.1,83.3,1,3.8,1,0,37.7,0,267,0.481,1,91,Medium
1410,7,21,11.51,23.9,78.9,0,1,3,17.4,17.6,0,3.5,1,0,20.6,0,66,0.832,1,120,High
1411,15,30,15.24,21.1,74.2,0,0,0,40.4,72.9,0,11.7,1,1,29.8,0,24,0.433,0,11,Medium
1412,11,11,21.01,21.6,49.4,0,1,1,78.6,67.7,0,9.6,1,1,25.5,1,166,0.762,1,145,High
1413,2,4,5.11,54.7,82.5,1,0,0,79.9,70.7,0,8.6,1,0,21.8,0,162,0.46,1,81,Medium
1414,15,15,21.33,37.9,64.9,2,2,2,75.3,81.5,1,22.3,1,0,47.2,0,66,0.98,1,202,High
1415,14,42,29.58,58.3,64.7,0,0,0,13.5,11.8,1,6.5,1,0,24.6,1,261,0.635,1,129,Medium
1416,11,33,25.08,42.8,75.1,0,0,1,22.0,3.1,1,41.3,1,0,32.5,1,284,0.614,1,117,Medium
1417,3,6,3.04,31.6,67.7,1,3,1,94.3,68.3,0,38.7,1,0,54.2,0,87,0.837,1,167,High
1418,17,51,50.29,23.7,87.5,0,0,3,17.3,0.0,3,18.2,1,1,34.3,0,264,0.735,1,117,High
1419,12,12,48.86,9.4,71.7,0,1,0,17.1,29.9,1,9.6,0,0,25.0,3,176,0.877,1,175,High
1420,15,45,20.42,23.7,65.3,1,0,0,85.2,69.7,0,3.2,0,0,44.1,0,98,0.591,1,112,Medium
1421,16,32,48.19,23.8,78.3,0,1,0,67.7,100.0,0,17.8,1,0,48.3,1,126,0.481,1,75,Medium
1422,5,10,16.3,38.9,92.0,0,0,2,41.6,33.7,1,34.9,0,1,29.8,3,117,0.915,1,219,High
1423,6,12,14.11,27.5,73.1,4,0,1,24.9,36.5,1,45.2,1,0,48.3,0,26,0.863,1,217,High
1424,19,19,64.49,7.5,88.4,0,0,1,89.6,72.2,1,6.7,1,0,29.5,0,241,0.262,0,3,Low
1425,5,5,11.6,52.4,72.1,2,0,0,99.0,100.0,3,18.6,1,0,44.3,0,246,0.622,1,131,Medium
1426,3,3,8.0,1.8,55.7,0,1,1,14.5,35.7,2,5.3,1,0,24.4,0,151,0.644,1,100,Medium
1427,1,1,0.83,42.7,47.3,2,0,0,59.9,54.7,2,3.3,1,1,35.0,0,65,0.86,1,162,High
1428,6,6,20.16,19.6,27.4,0,1,0,33.5,17.2,0,21.9,1,0,38.2,1,51,0.746,1,118,High
1429,15,45,48.7,55.1,98.6,0,0,2,84.9,79.3,0,8.3,1,1,45.4,1,164,0.525,1,94,Medium
1430,2,2,1.88,18.5,75.6,1,2,0,41.1,37.9,0,9.7,1,0,42.8,2,151,0.937,1,206,High
1431,3,3,6.49,19.8,40.5,2,0,1,74.3,59.5,1,9.6,1,0,49.9,0,130,0.718,1,166,High
1432,17,51,75.18,19.3,56.7,0,0,2,58.6,83.4,0,1.3,1,1,26.5,1,77,0.664,1,134,Medium
1433,12,12,28.28,10.7,57.0,1,0,3,58.7,59.0,2,9.7,1,1,43.1,0,297,0.741,1,131,High
1434,18,36,47.83,34.1,76.6,0,3,1,87.2,100.0,0,24.5,1,0,24.5,0,130,0.711,1,81,High
1435,15,15,62.5,22.8,82.7,1,0,0,52.3,68.4,0,8.9,1,0,36.7,0,298,0.484,1,118,Medium
1436,12,12,41.45,16.7,68.8,1,0,1,86.1,100.0,0,13.2,1,0,38.4,1,49,0.463,1,106,Medium
1437,16,32,47.26,35.7,71.7,0,0,0,42.7,23.8,0,3.9,0,1,21.0,2,180,0.78,1,149,High
1438,8,16,30.02,46.0,74.9,0,0,0,25.7,35.4,0,17.6,1,1,22.5,2,110,0.67,1,152,Medium
1439,14,28,55.97,20.5,91.8,0,1,1,51.0,43.4,0,8.4,1,0,49.4,0,183,0.568,1,87,Medium
1440,17,34,42.34,12.0,82.4,3,0,2,54.9,52.8,0,6.4,1,0,30.0,0,198,0.8,1,193,High
1441,8,8,20.46,18.5,37.4,0,0,0,53.1,36.9,1,6.3,1,0,32.1,0,151,0.464,1,77,Medium
1442,15,30,33.43,27.9,84.8,1,1,0,82.7,100.0,0,33.4,1,1,42.4,0,65,0.692,1,115,Medium
1443,14,28,61.28,14.9,79.5,0,0,1,60.8,49.8,0,2.5,1,0,27.7,0,242,0.41,0,4,Medium
1444,18,54,60.83,25.5,83.1,1,1,0,90.0,99.8,0,16.1,1,0,26.8,0,91,0.557,1,106,Medium
1445,7,14,7.76,45.8,68.0,1,0,1,56.3,37.0,3,2.9,1,1,34.8,0,240,0.746,1,139,High
1446,3,6,11.98,37.3,93.4,1,2,0,30.2,26.4,1,16.2,1,0,22.1,0,222,0.915,1,158,High
1447,12,36,30.94,24.2,75.0,2,0,0,21.7,37.6,5,7.0,1,0,52.1,0,177,0.673,1,140,Medium
